食品群,食品番号,id,食品名
9,9041,1020,わかめ　乾燥わかめ　素干し　水戻し　　
9,9042,1021,わかめ　乾燥わかめ　板わかめ　　
9,9043,1022,わかめ　乾燥わかめ　灰干し　水戻し　　
9,9044,1023,わかめ　カットわかめ　　　
9,9045,1024,わかめ　湯通し塩蔵わかめ　塩抜き　　
9,9046,1026,わかめ　くきわかめ　湯通し塩蔵　塩抜き　　
9,9047,1027,わかめ　めかぶわかめ　生　　
10,10001,1028,＜魚類＞あいなめ　生　　　
10,10002,1029,＜魚類＞あこうだい　生　　　
10,10003,1030,＜魚類＞（あじ類）　まあじ　皮つき、生　　
10,10389,1031,＜魚類＞（あじ類）　まあじ　皮なし、刺身　　
10,10004,1032,＜魚類＞（あじ類）　まあじ　皮つき、水煮　　
10,10005,1033,＜魚類＞（あじ類）　まあじ　皮つき、焼き　　
10,10390,1034,＜魚類＞（あじ類）　まあじ　皮つき、フライ　　
10,10006,1035,＜魚類＞（あじ類）　まあじ　開き干し　生　　
10,10007,1036,＜魚類＞（あじ類）　まあじ　開き干し　焼き　　
10,10391,1037,＜魚類＞（あじ類）　まあじ　小型　骨付き　生　　
10,10392,1038,＜魚類＞（あじ類）　まあじ　小型　骨付き　から揚げ　
10,10393,1039,＜魚類＞（あじ類）　まるあじ　生　　
10,10394,1040,＜魚類＞（あじ類）　まるあじ　焼き　　
10,10008,1041,＜魚類＞（あじ類）　にしまあじ　生　　
10,10009,1042,＜魚類＞（あじ類）　にしまあじ　水煮　　
10,10010,1043,＜魚類＞（あじ類）　にしまあじ　焼き　　
10,10011,1044,＜魚類＞（あじ類）　むろあじ　生　　
10,10012,1045,＜魚類＞（あじ類）　むろあじ　焼き　　
10,10013,1046,＜魚類＞（あじ類）　むろあじ　開き干し　　
10,10014,1047,＜魚類＞（あじ類）　むろあじ　くさや　　
10,10015,1048,＜魚類＞あなご　生　　　
10,10016,1049,＜魚類＞あなご　蒸し　　　
10,10017,1050,＜魚類＞あまご　養殖　生　　　
10,10018,1051,＜魚類＞あまだい　生　　　
10,10019,1052,＜魚類＞あまだい　水煮　　　
10,10020,1053,＜魚類＞あまだい　焼き　　　
10,10021,1054,＜魚類＞あゆ　天然　生　　　
10,10022,1055,＜魚類＞あゆ　天然　焼き　　　
10,10023,1056,＜魚類＞あゆ　天然　内臓　生　　　
10,10024,1057,＜魚類＞あゆ　天然　内臓　焼き　　　
10,10025,1058,＜魚類＞あゆ　養殖　生　　　
10,10026,1059,＜魚類＞あゆ　養殖　焼き　　　
10,10027,1060,＜魚類＞あゆ　養殖　内臓　生　　　
10,10028,1061,＜魚類＞あゆ　養殖　内臓　焼き　　　
10,10029,1062,＜魚類＞あゆ　うるか　　　
10,10030,1063,＜魚類＞アラスカめぬけ　生　　　
10,10031,1064,＜魚類＞あんこう　生　　　
10,10032,1065,＜魚類＞あんこう　きも　生　　　
10,10033,1066,＜魚類＞いかなご　生　　　
10,10034,1067,＜魚類＞いかなご　煮干し　　　
10,10035,1068,＜魚類＞いかなご　つくだ煮　　　
10,10036,1069,＜魚類＞いかなご　あめ煮　　　
10,10037,1070,＜魚類＞いさき　生　　　
10,10038,1071,＜魚類＞いしだい　生　　　
10,10039,1072,＜魚類＞いとよりだい　生　　　
10,10040,1073,＜魚類＞いとよりだい　すり身　
10,10041,1074,＜魚類＞いぼだい　生　　　
10,10042,1075,＜魚類＞（いわし類）　うるめいわし　生　　
10,10043,1076,＜魚類＞（いわし類）　うるめいわし　丸干し　　
10,10044,1077,＜魚類＞（いわし類）　かたくちいわし　生　　
10,10045,1078,＜魚類＞（いわし類）　かたくちいわし　煮干し　　
10,10046,1079,＜魚類＞（いわし類）　かたくちいわし　田作り　　
10,10047,1080,＜魚類＞（いわし類）　まいわし　生　　
10,10048,1081,＜魚類＞（いわし類）　まいわし　水煮　　
10,10049,1082,＜魚類＞（いわし類）　まいわし　焼き　　
10,10395,1083,＜魚類＞（いわし類）　まいわし　フライ　　
10,10050,1084,＜魚類＞（いわし類）　まいわし　塩いわし　　
10,10051,1085,＜魚類＞（いわし類）　まいわし　生干し　　
10,10052,1086,＜魚類＞（いわし類）　まいわし　丸干し　　
10,10053,1087,＜魚類＞（いわし類）　めざし　生　　
10,10054,1088,＜魚類＞（いわし類）　めざし　焼き　　
10,10396,1089,＜魚類＞（いわし類）　しらす　生　　　
10,10055,1090,＜魚類＞（いわし類）　しらす干し　微乾燥品　　
10,10056,1091,＜魚類＞（いわし類）　しらす干し　半乾燥品　　
10,10057,1092,＜魚類＞（いわし類）　たたみいわし　　　
10,10058,1093,＜魚類＞（いわし類）　みりん干し　かたくちいわし　　
10,10059,1094,＜魚類＞（いわし類）　みりん干し　まいわし　　
10,10060,1095,＜魚類＞（いわし類）　缶詰　水煮　　
10,10061,1096,＜魚類＞（いわし類）　缶詰　味付け　　
10,10062,1097,＜魚類＞（いわし類）　缶詰　トマト漬　　
10,10063,1098,＜魚類＞（いわし類）　缶詰　油漬　　
10,10064,1099,＜魚類＞（いわし類）　缶詰　かば焼　　
10,10397,1100,＜魚類＞（いわし類）　缶詰　アンチョビ　　
10,10065,1101,＜魚類＞いわな　養殖　生　　　
10,10066,1102,＜魚類＞うぐい　生　　　
10,10067,1103,＜魚類＞うなぎ　養殖　生　　　
10,10068,1104,＜魚類＞うなぎ　きも　生　　　
10,10069,1105,＜魚類＞うなぎ　白焼き　　　
10,10070,1106,＜魚類＞うなぎ　かば焼　　　
10,10071,1107,＜魚類＞うまづらはぎ　生　　　
10,10072,1108,＜魚類＞うまづらはぎ　味付け開き干し　　　
10,10073,1109,＜魚類＞えい　生　　　
10,10074,1110,＜魚類＞えそ　生　　　
10,10075,1111,＜魚類＞おいかわ　生　　　
10,10076,1112,＜魚類＞おおさが　生　　　
10,10077,1113,＜魚類＞おこぜ　生　　　
10,10078,1114,＜魚類＞おひょう　生　　　
10,10079,1115,＜魚類＞かさご　生　　　
10,10080,1116,＜魚類＞かじか　生　　　
10,10081,1117,＜魚類＞かじか　水煮　　　
10,10082,1118,＜魚類＞かじか　つくだ煮　　　
10,10083,1119,＜魚類＞（かじき類）　くろかじき　生　　
10,10084,1120,＜魚類＞（かじき類）　まかじき　生　　
10,10085,1121,＜魚類＞（かじき類）　めかじき　生　　
10,10398,1122,＜魚類＞（かじき類）　めかじき　焼き　　
10,10086,1123,＜魚類＞（かつお類）　かつお　春獲り　生　　
10,10087,1124,＜魚類＞（かつお類）　かつお　秋獲り　生　　
10,10088,1125,＜魚類＞（かつお類）　そうだがつお　生　　
10,10089,1126,＜魚類＞（かつお類）　加工品　なまり　　
10,10090,1127,＜魚類＞（かつお類）　加工品　なまり節　　
10,10091,1128,＜魚類＞（かつお類）　加工品　かつお節　　
10,10092,1129,＜魚類＞（かつお類）　加工品　削り節　　
10,10093,1130,＜魚類＞（かつお類）　加工品　削り節つくだ煮　　
10,10094,1131,＜魚類＞（かつお類）　加工品　角煮　　
10,10095,1132,＜魚類＞（かつお類）　加工品　塩辛　　
10,10096,1133,＜魚類＞（かつお類）　缶詰　味付け　フレーク　　
10,10097,1134,＜魚類＞（かつお類）　缶詰　油漬　フレーク　　
10,10098,1135,＜魚類＞かます　生　　　
10,10099,1136,＜魚類＞かます　焼き　　　
10,10100,1137,＜魚類＞（かれい類）　まがれい　生　　
10,10101,1138,＜魚類＞（かれい類）　まがれい　水煮　　
10,10102,1139,＜魚類＞（かれい類）　まがれい　焼き　　
10,10103,1140,＜魚類＞（かれい類）　まこがれい　生　　
10,10399,1141,＜魚類＞（かれい類）　まこがれい　焼き　　
10,10104,1142,＜魚類＞（かれい類）　子持ちがれい　生　　
10,10105,1143,＜魚類＞（かれい類）　子持ちがれい　水煮　　
10,10106,1144,＜魚類＞（かれい類）　干しかれい　　　
10,10107,1145,＜魚類＞かわはぎ　生　　　
10,10108,1146,＜魚類＞かんぱち　生　　　
10,10109,1147,＜魚類＞きす　生　　　
10,10400,1148,＜魚類＞きす　天ぷら　　　
10,10110,1149,＜魚類＞きちじ　生　　　
10,10111,1150,＜魚類＞きびなご　生　　　
10,10112,1151,＜魚類＞きびなご　調味干し　　　
10,10113,1152,＜魚類＞キャビア　塩蔵品　　　
10,10114,1153,＜魚類＞キングクリップ　生　　　
10,10115,1154,＜魚類＞ぎんだら　生　　　
10,10401,1155,＜魚類＞ぎんだら　水煮　　　
10,10116,1156,＜魚類＞きんめだい　生　　　
10,10117,1157,＜魚類＞ぐち　生　　　
10,10118,1158,＜魚類＞ぐち　焼き　　　
10,10119,1159,＜魚類＞こい　養殖　生　　　
10,10120,1160,＜魚類＞こい　養殖　水煮　　　
10,10121,1161,＜魚類＞こい　養殖　内臓　生　　　
10,10122,1162,＜魚類＞（こち類）　まごち　生　　
10,10123,1163,＜魚類＞（こち類）　めごち　生　　
10,10124,1164,＜魚類＞このしろ　生　　　
10,10125,1165,＜魚類＞このしろ　甘酢漬　　　
10,10126,1166,＜魚類＞（さけ・ます類）　からふとます　生　　
10,10127,1167,＜魚類＞（さけ・ます類）　からふとます　焼き　　
10,10128,1168,＜魚類＞（さけ・ます類）　からふとます　塩ます　　
10,10129,1169,＜魚類＞（さけ・ます類）　からふとます　水煮缶詰　　
10,10130,1170,＜魚類＞（さけ・ます類）　ぎんざけ　養殖　生　　
10,10131,1171,＜魚類＞（さけ・ます類）　ぎんざけ　養殖　焼き　　
10,10132,1172,＜魚類＞（さけ・ます類）　さくらます　生　　
10,10133,1173,＜魚類＞（さけ・ます類）　さくらます　焼き　　
10,10134,1174,＜魚類＞（さけ・ます類）　しろさけ　生　　
10,10135,1175,＜魚類＞（さけ・ます類）　しろさけ　水煮　　
10,10136,1176,＜魚類＞（さけ・ます類）　しろさけ　焼き　　
10,10137,1177,＜魚類＞（さけ・ます類）　しろさけ　新巻き　生　　
10,10138,1178,＜魚類＞（さけ・ます類）　しろさけ　新巻き　焼き　　
10,10139,1179,＜魚類＞（さけ・ます類）　しろさけ　塩ざけ　　
10,10140,1180,＜魚類＞（さけ・ます類）　しろさけ　イクラ　　
10,10141,1181,＜魚類＞（さけ・ます類）　しろさけ　すじこ　　
10,10142,1182,＜魚類＞（さけ・ます類）　しろさけ　めふん　　
10,10143,1183,＜魚類＞（さけ・ます類）　しろさけ　水煮缶詰　　
10,10144,1184,＜魚類＞（さけ・ます類）　たいせいようさけ　養殖　生　　
10,10145,1185,＜魚類＞（さけ・ます類）　たいせいようさけ　養殖　焼き　　
10,10146,1186,＜魚類＞（さけ・ます類）　にじます　海面養殖　皮つき、生　　
10,10402,1187,＜魚類＞（さけ・ます類）　にじます　海面養殖　皮なし、刺身　　
10,10147,1188,＜魚類＞（さけ・ます類）　にじます　海面養殖　皮つき、焼き　　
10,10148,1189,＜魚類＞（さけ・ます類）　にじます　淡水養殖　皮つき、生　　
10,10149,1190,＜魚類＞（さけ・ます類）　べにざけ　生　　
10,10150,1191,＜魚類＞（さけ・ます類）　べにざけ　焼き　　
10,10151,1192,＜魚類＞（さけ・ます類）　べにざけ　くん製　　
10,10152,1193,＜魚類＞（さけ・ます類）　ますのすけ　生　　
10,10153,1194,＜魚類＞（さけ・ます類）　ますのすけ　焼き　　
10,10154,1195,＜魚類＞（さば類）　まさば　生　　
10,10155,1196,＜魚類＞（さば類）　まさば　水煮　　
10,10156,1197,＜魚類＞（さば類）　まさば　焼き　　
10,10403,1198,＜魚類＞（さば類）　まさば　フライ　　
10,10404,1200,＜魚類＞（さば類）　ごまさば　生　　
10,10405,1201,＜魚類＞（さば類）　ごまさば　水煮　　
10,10406,1202,＜魚類＞（さば類）　ごまさば　焼き　　
10,10157,1199,＜魚類＞（さば類）　ごまさば　さば節　　
10,10158,1203,＜魚類＞（さば類）　たいせいようさば　生　　
10,10159,1204,＜魚類＞（さば類）　たいせいようさば　水煮　　
10,10160,1205,＜魚類＞（さば類）　たいせいようさば　焼き　　
10,10161,1206,＜魚類＞（さば類）　加工品　塩さば　　
10,10162,1207,＜魚類＞（さば類）　加工品　開き干し　　
10,10163,1208,＜魚類＞（さば類）　加工品　しめさば　　
10,10164,1209,＜魚類＞（さば類）　缶詰　水煮　　
10,10165,1210,＜魚類＞（さば類）　缶詰　みそ煮　　
10,10166,1211,＜魚類＞（さば類）　缶詰　味付け　　
10,10167,1212,＜魚類＞（さめ類）　あぶらつのざめ　生　　
10,10168,1213,＜魚類＞（さめ類）　よしきりざめ　生　　
10,10169,1214,＜魚類＞（さめ類）　ふかひれ　　　
10,10170,1215,＜魚類＞さより　生　　　
10,10171,1216,＜魚類＞さわら　生　　　
10,10172,1217,＜魚類＞さわら　焼き　　　
10,10173,1218,＜魚類＞さんま　皮つき、生　　　
10,10407,1219,＜魚類＞さんま　皮なし、刺身　　　
10,10174,1220,＜魚類＞さんま　皮つき、焼き　　　
10,10175,1221,＜魚類＞さんま　開き干し　　　
10,10176,1222,＜魚類＞さんま　みりん干し　　　
10,10177,1223,＜魚類＞さんま　缶詰　味付け　　
10,10178,1224,＜魚類＞さんま　缶詰　かば焼　　
10,10179,1225,＜魚類＞しいら　生　　　
10,10180,1226,＜魚類＞（ししゃも類）　ししゃも　生干し　生　　
10,10181,1227,＜魚類＞（ししゃも類）　ししゃも　生干し　焼き　　
10,10182,1228,＜魚類＞（ししゃも類）　からふとししゃも　生干し　生　　
10,10183,1229,＜魚類＞（ししゃも類）　からふとししゃも　生干し　焼き　　
10,10184,1230,＜魚類＞したびらめ　生　　　
10,10185,1231,＜魚類＞しまあじ　養殖　生　　　
10,10186,1232,＜魚類＞しらうお　生　　　
10,10187,1233,＜魚類＞シルバー　生　　　
10,10188,1234,＜魚類＞すずき　生　　　
10,10189,1235,＜魚類＞（たい類）　きだい　生　　
10,10190,1236,＜魚類＞（たい類）　くろだい　生　　
10,10191,1237,＜魚類＞（たい類）　ちだい　生　　
10,10192,1238,＜魚類＞（たい類）　まだい　天然　生　　
10,10193,1239,＜魚類＞（たい類）　まだい　養殖　皮つき　生　　
10,10408,1240,＜魚類＞（たい類）　まだい　養殖　皮なし　刺身　　
10,10194,1241,＜魚類＞（たい類）　まだい　養殖　皮つき　水煮　　
10,10195,1242,＜魚類＞（たい類）　まだい　養殖　皮つき　焼き　　
10,10196,1243,＜魚類＞たかさご　生　　　
10,10197,1244,＜魚類＞たかべ　生　　　
10,10198,1245,＜魚類＞たちうお　生　　　
10,10199,1246,＜魚類＞（たら類）　すけとうだら　生　　
10,10409,1247,＜魚類＞（たら類）　すけとうだら　フライ　　
10,10200,1248,＜魚類＞（たら類）　すけとうだら　すり身　　
10,10201,1249,＜魚類＞（たら類）　すけとうだら　すきみだら　　
10,10202,1250,＜魚類＞（たら類）　すけとうだら　たらこ　生　
10,10203,1251,＜魚類＞（たら類）　すけとうだら　たらこ　焼き　
10,10204,1252,＜魚類＞（たら類）　すけとうだら　からしめんたいこ　　
10,10205,1253,＜魚類＞（たら類）　まだら　生　　
10,10206,1254,＜魚類＞（たら類）　まだら　焼き　　
10,10207,1255,＜魚類＞（たら類）　まだら　しらこ　生　　
10,10208,1256,＜魚類＞（たら類）　まだら　塩だら　　
10,10209,1257,＜魚類＞（たら類）　まだら　干しだら　　
10,10210,1258,＜魚類＞（たら類）　まだら　でんぶ　　
10,10211,1259,＜魚類＞ちか　生　　　
10,10213,1260,＜魚類＞どじょう　生　　　
10,10214,1261,＜魚類＞どじょう　水煮　　　
10,10215,1262,＜魚類＞とびうお　生　　　
10,10212,1263,＜魚類＞ナイルティラピア　生　　　
10,10216,1264,＜魚類＞なまず　生　　　
10,10217,1265,＜魚類＞にぎす　生　　　
10,10218,1266,＜魚類＞にしん　生　　　
10,10219,1267,＜魚類＞にしん　身欠きにしん　　　
10,10220,1268,＜魚類＞にしん　開き干し　　　
10,10221,1269,＜魚類＞にしん　くん製　　　
10,10222,1270,＜魚類＞にしん　かずのこ　生　　
10,10223,1271,＜魚類＞にしん　かずのこ　乾　　
10,10224,1272,＜魚類＞にしん　かずのこ　塩蔵　水戻し　　
10,10225,1273,＜魚類＞はぜ　生　　　
10,10226,1274,＜魚類＞はぜ　つくだ煮　　　
10,10227,1275,＜魚類＞はぜ　甘露煮　　　
10,10228,1276,＜魚類＞はたはた　生　　　
10,10229,1277,＜魚類＞はたはた　生干し　　　
10,10230,1278,＜魚類＞はまふえふき　生　　　
10,10231,1279,＜魚類＞はも　生　　　
10,10233,1280,＜魚類＞ひらまさ　生　　　
10,10234,1281,＜魚類＞ひらめ　天然　生　　　
10,10235,1282,＜魚類＞ひらめ　養殖　皮つき　生　　　
10,10410,1283,＜魚類＞ひらめ　養殖　皮なし　刺身　　　
10,10236,1284,＜魚類＞（ふぐ類）　とらふぐ　養殖　生　　
10,10237,1285,＜魚類＞（ふぐ類）　まふぐ　生　　
10,10238,1286,＜魚類＞ふな　生　　　
10,10239,1287,＜魚類＞ふな　水煮　　　
10,10240,1288,＜魚類＞ふな　甘露煮　　　
10,10241,1289,＜魚類＞ぶり　成魚　生　　
10,10242,1290,＜魚類＞ぶり　成魚　焼き　　
10,10243,1291,＜魚類＞ぶり　はまち　養殖　皮つき　生　　
10,10411,1292,＜魚類＞ぶり　はまち　養殖　皮なし　刺身　　
10,10244,1293,＜魚類＞ほうぼう　生　　　
10,10245,1294,＜魚類＞ホキ　生　　　
10,10246,1295,＜魚類＞ほっけ　生　　　
10,10247,1296,＜魚類＞ほっけ　塩ほっけ　　　
10,10248,1297,＜魚類＞ほっけ　開き干し　生　　
10,10412,1298,＜魚類＞ほっけ　開き干し　焼き　　
10,10249,1299,＜魚類＞ぼら　生　　　
10,10250,1300,＜魚類＞ぼら　からすみ　　　
10,10251,1301,＜魚類＞ほんもろこ　生　　　
10,10252,1302,＜魚類＞（まぐろ類）　きはだ　生　　
10,10253,1303,＜魚類＞（まぐろ類）　くろまぐろ　赤身　生　　
10,10254,1304,＜魚類＞（まぐろ類）　くろまぐろ　脂身　生　　
10,10255,1305,＜魚類＞（まぐろ類）　びんなが　生　　
10,10256,1306,＜魚類＞（まぐろ類）　みなみまぐろ　赤身　生　　
10,10257,1307,＜魚類＞（まぐろ類）　みなみまぐろ　脂身　生　　
10,10258,1308,＜魚類＞（まぐろ類）　めじまぐろ　生　　
10,10259,1309,＜魚類＞（まぐろ類）　めばち　生　　
10,10260,1310,＜魚類＞（まぐろ類）　缶詰　水煮　フレーク　ライト　　
10,10261,1311,＜魚類＞（まぐろ類）　缶詰　水煮　フレーク　ホワイト　　
10,10262,1312,＜魚類＞（まぐろ類）　缶詰　味付け　フレーク　　
10,10263,1313,＜魚類＞（まぐろ類）　缶詰　油漬　フレーク　ライト　　
10,10264,1314,＜魚類＞（まぐろ類）　缶詰　油漬　フレーク　ホワイト　　
10,10265,1315,＜魚類＞マジェランあいなめ　生　　　
10,10266,1316,＜魚類＞まながつお　生　　　
10,10232,1317,＜魚類＞みなみくろたち　生　　　
10,10267,1318,＜魚類＞みなみだら　生　　　
10,10268,1319,＜魚類＞むつ　生　　　
10,10269,1320,＜魚類＞むつ　水煮　　　
10,10270,1321,＜魚類＞めじな　生　　　
10,10271,1322,＜魚類＞めばる　生　　　
10,10272,1323,＜魚類＞メルルーサ　生　　　
10,10273,1324,＜魚類＞やつめうなぎ　生　　　
10,10274,1325,＜魚類＞やつめうなぎ　干しやつめ　　　
10,10275,1326,＜魚類＞やまめ　養殖　生　　　
10,10276,1327,＜魚類＞わかさぎ　生　　　
10,10277,1328,＜魚類＞わかさぎ　つくだ煮　　　
10,10278,1329,＜魚類＞わかさぎ　あめ煮　　　
10,10279,1330,＜貝類＞あかがい　生　　　
10,10280,1331,＜貝類＞あげまき　生　　　
10,10281,1332,＜貝類＞あさり　生　　　
10,10282,1333,＜貝類＞あさり　つくだ煮　　　
10,10283,1334,＜貝類＞あさり　缶詰　水煮　　
10,10284,1335,＜貝類＞あさり　缶詰　味付け　　
10,10285,1336,＜貝類＞あわび　生　　　
10,10286,1337,＜貝類＞あわび　干し　　　
10,10287,1338,＜貝類＞あわび　塩辛　　　
10,10288,1339,＜貝類＞あわび　水煮缶詰　　　
10,10289,1340,＜貝類＞いがい　生　　　
10,10290,1341,＜貝類＞いたやがい　養殖　生　　　
10,10291,1342,＜貝類＞エスカルゴ　　水煮缶詰　　　
10,10292,1343,＜貝類＞かき　養殖　生　　　
10,10293,1344,＜貝類＞かき　養殖　水煮　　　
10,10294,1345,＜貝類＞かき　くん製油漬缶詰　　　
10,10295,1346,＜貝類＞さざえ　生　　　
10,10296,1347,＜貝類＞さざえ　焼き　　　
10,10318,1348,＜貝類＞さるぼう　味付け缶詰　　　
10,10297,1349,＜貝類＞しじみ　生　　　
10,10413,1350,＜貝類＞しじみ　水煮　　　
10,10298,1351,＜貝類＞たいらがい　貝柱　生　　　
10,10299,1352,＜貝類＞たにし　生　　　
10,10300,1353,＜貝類＞つぶ　生　　　
10,10301,1354,＜貝類＞とこぶし　生　　　
10,10303,1355,＜貝類＞とりがい　斧足　生　　　
10,10304,1356,＜貝類＞ばい　生　　　
10,10305,1357,＜貝類＞ばかがい　生　　　
10,10306,1358,＜貝類＞（はまぐり類）　はまぐり　生　　
10,10307,1359,＜貝類＞（はまぐり類）　はまぐり　水煮　　
10,10308,1360,＜貝類＞（はまぐり類）　はまぐり　焼き　　
10,10309,1361,＜貝類＞（はまぐり類）　はまぐり　つくだ煮　　
10,10310,1362,＜貝類＞（はまぐり類）　ちょうせんはまぐり　生　　
10,10311,1363,＜貝類＞ほたてがい　生　　　
10,10312,1364,＜貝類＞ほたてがい　水煮　　　
10,10313,1365,＜貝類＞ほたてがい　貝柱　生　　
10,10414,1366,＜貝類＞ほたてがい　貝柱　焼き　　
10,10314,1367,＜貝類＞ほたてがい　貝柱　煮干し　　
10,10315,1368,＜貝類＞ほたてがい　貝柱　水煮缶詰　　
10,10316,1369,＜貝類＞ほっきがい　生　　　
10,10317,1370,＜貝類＞みるがい　水管　生　　　
10,10319,1371,＜えび・かに類＞（えび類）　あまえび　生　　
10,10320,1372,＜えび・かに類＞（えび類）　いせえび　生　　
10,10321,1373,＜えび・かに類＞（えび類）　くるまえび　養殖　生　　
10,10322,1374,＜えび・かに類＞（えび類）　くるまえび　養殖　ゆで　　
10,10323,1375,＜えび・かに類＞（えび類）　くるまえび　養殖　焼き　　
10,10324,1376,＜えび・かに類＞（えび類）　さくらえび　ゆで　　
10,10325,1377,＜えび・かに類＞（えび類）　さくらえび　素干し　　
10,10326,1378,＜えび・かに類＞（えび類）　さくらえび　煮干し　　
10,10327,1379,＜えび・かに類＞（えび類）　大正えび　生　　
10,10328,1380,＜えび・かに類＞（えび類）　しばえび　生　　
10,10415,1381,＜えび・かに類＞（えび類）　バナメイエビ　養殖　生　　
10,10416,1382,＜えび・かに類＞（えび類）　バナメイエビ　養殖　天ぷら　　
10,10329,1383,＜えび・かに類＞（えび類）　ブラックタイガー　養殖　生　　
10,10330,1384,＜えび・かに類＞（えび類）　加工品　干しえび　　
10,10331,1385,＜えび・かに類＞（えび類）　加工品　つくだ煮　　
10,10332,1386,＜えび・かに類＞（かに類）　がざみ　生　　
10,10333,1387,＜えび・かに類＞（かに類）　毛がに　生　　
10,10334,1388,＜えび・かに類＞（かに類）　毛がに　ゆで　　
10,10335,1389,＜えび・かに類＞（かに類）　ずわいがに　生　　
10,10336,1390,＜えび・かに類＞（かに類）　ずわいがに　ゆで　　
10,10337,1391,＜えび・かに類＞（かに類）　ずわいがに　水煮缶詰　　
10,10338,1392,＜えび・かに類＞（かに類）　たらばがに　生　　
10,10339,1393,＜えび・かに類＞（かに類）　たらばがに　ゆで　　
10,10340,1394,＜えび・かに類＞（かに類）　たらばがに　水煮缶詰　　
10,10341,1395,＜えび・かに類＞（かに類）　加工品　がん漬　　
10,10342,1396,＜いか・たこ類＞（いか類）　あかいか　生　　
10,10343,1397,＜いか・たこ類＞（いか類）　けんさきいか　生　　
10,10344,1398,＜いか・たこ類＞（いか類）　こういか　生　　
10,10345,1399,＜いか・たこ類＞（いか類）　するめいか　生　　
10,10346,1400,＜いか・たこ類＞（いか類）　するめいか　水煮　　
10,10347,1401,＜いか・たこ類＞（いか類）　するめいか　焼き　　
10,10417,1402,＜いか・たこ類＞（いか類）　するめいか　胴　皮つき　生　　
10,10418,1403,＜いか・たこ類＞（いか類）　するめいか　胴　皮なし　刺身　　
10,10419,1404,＜いか・たこ類＞（いか類）　するめいか　胴　皮なし　天ぷら　　
10,10420,1405,＜いか・たこ類＞（いか類）　するめいか　耳・足　生　　
10,10348,1406,＜いか・たこ類＞（いか類）　ほたるいか　生　　
10,10349,1407,＜いか・たこ類＞（いか類）　ほたるいか　ゆで　　
10,10350,1408,＜いか・たこ類＞（いか類）　ほたるいか　くん製　　
10,10351,1409,＜いか・たこ類＞（いか類）　ほたるいか　つくだ煮　　
10,10352,1410,＜いか・たこ類＞（いか類）　やりいか　生　　
10,10353,1411,＜いか・たこ類＞（いか類）　加工品　するめ　　
10,10354,1412,＜いか・たこ類＞（いか類）　加工品　さきいか　　
10,10355,1413,＜いか・たこ類＞（いか類）　加工品　くん製　　
10,10356,1414,＜いか・たこ類＞（いか類）　加工品　切りいかあめ煮　　
10,10357,1415,＜いか・たこ類＞（いか類）　加工品　いかあられ　　
10,10358,1416,＜いか・たこ類＞（いか類）　加工品　塩辛　　
10,10359,1417,＜いか・たこ類＞（いか類）　加工品　味付け缶詰　　
10,10360,1418,＜いか・たこ類＞（たこ類）　いいだこ　生　　
10,10361,1419,＜いか・たこ類＞（たこ類）　まだこ　生　　
10,10362,1420,＜いか・たこ類＞（たこ類）　まだこ　ゆで　　
10,10363,1421,＜その他＞あみ　つくだ煮　　　
10,10364,1422,＜その他＞あみ　塩辛　　　
10,10365,1423,＜その他＞うに　生うに　　　
10,10366,1424,＜その他＞うに　粒うに　　　
10,10367,1425,＜その他＞うに　練りうに　　　
10,10368,1426,＜その他＞おきあみ　生　　　
10,10369,1427,＜その他＞おきあみ　ゆで　　　
10,10370,1428,＜その他＞くらげ　塩蔵　塩抜き　　　
10,10371,1429,＜その他＞しゃこ　ゆで　　　
10,10372,1430,＜その他＞なまこ　生　　　
10,10373,1431,＜その他＞なまこ　このわた　　　
10,10374,1432,＜その他＞ほや　生　　　
10,10375,1433,＜その他＞ほや　塩辛　　　
10,10376,1434,＜水産練り製品＞かに風味かまぼこ　　　　
10,10377,1435,＜水産練り製品＞昆布巻きかまぼこ　　　　
10,10378,1436,＜水産練り製品＞す巻きかまぼこ　　　　
10,10379,1437,＜水産練り製品＞蒸しかまぼこ　　　　
10,10380,1438,＜水産練り製品＞焼き抜きかまぼこ　　　　
10,10381,1439,＜水産練り製品＞焼き竹輪　　　　
10,10382,1440,＜水産練り製品＞だて巻　　　　
10,10383,1441,＜水産練り製品＞つみれ　　　　
10,10384,1442,＜水産練り製品＞なると　　　　
10,10385,1443,＜水産練り製品＞はんぺん　　　　
10,10386,1444,＜水産練り製品＞さつま揚げ　　　　
10,10387,1445,＜水産練り製品＞魚肉ハム　　　　
10,10388,1446,＜水産練り製品＞魚肉ソーセージ　　　　
11,11001,1447,＜畜肉類＞いのしし　肉　脂身つき　生　　　
11,11002,1448,＜畜肉類＞いのぶた　肉　脂身つき　生　　　
11,11003,1449,＜畜肉類＞うさぎ　肉　赤肉　生　　　
11,11004,1450,＜畜肉類＞うし　［和牛肉］　かた　脂身つき　生　
11,11005,1451,＜畜肉類＞うし　［和牛肉］　かた　皮下脂肪なし　生　
11,11006,1452,＜畜肉類＞うし　［和牛肉］　かた　赤肉　生　
11,11007,1453,＜畜肉類＞うし　［和牛肉］　かた　脂身　生　
11,11008,1454,＜畜肉類＞うし　［和牛肉］　かたロース　脂身つき　生　
11,11009,1455,＜畜肉類＞うし　［和牛肉］　かたロース　皮下脂肪なし　生　
