食品群,食品番号,id,食品名
6,6110,502,ずいき　生ずいき　ゆで　　　
6,6111,503,ずいき　干しずいき　乾　　　
6,6112,504,ずいき　干しずいき　ゆで　　　
6,6113,505,すぐきな　葉　生　　　
6,6114,506,すぐきな　根　生　　　
6,6115,507,すぐきな　すぐき漬　　　
6,6116,508,ズッキーニ　果実　生　　　
6,6117,509,せり　茎葉　生　　　
6,6118,510,せり　茎葉　ゆで　　　
6,6119,511,セロリ　葉柄　生　　　
6,6120,512,ぜんまい　生ぜんまい　若芽　生　　
6,6121,513,ぜんまい　生ぜんまい　若芽　ゆで　　
6,6122,514,ぜんまい　干しぜんまい　干し若芽　乾　　
6,6123,515,ぜんまい　干しぜんまい　干し若芽　ゆで　　
6,6124,516,そらまめ　未熟豆　生　　　
6,6125,517,そらまめ　未熟豆　ゆで　　　
6,6126,518,タアサイ　葉　生　　　
6,6127,519,タアサイ　葉　ゆで　　　
6,6128,520,（だいこん類）　かいわれだいこん　芽ばえ　生　　
6,6129,521,（だいこん類）　葉だいこん　葉　生　　
6,6130,522,（だいこん類）　だいこん　葉　生　　
6,6131,523,（だいこん類）　だいこん　葉　ゆで　　
6,6132,524,（だいこん類）　だいこん　根　皮つき　生　　
6,6133,525,（だいこん類）　だいこん　根　皮つき　ゆで　　
6,6134,526,（だいこん類）　だいこん　根　皮むき　生　　
6,6135,527,（だいこん類）　だいこん　根　皮むき　ゆで　　
6,6136,528,（だいこん類）　切干しだいこん　乾　
6,6334,529,（だいこん類）　切干しだいこん　ゆで　　
6,6335,530,（だいこん類）　切干しだいこん　油いため　　
6,6137,531,（だいこん類）　漬物　ぬかみそ漬　　
6,6138,532,（だいこん類）　漬物　たくあん漬　塩押しだいこん漬　
6,6139,533,（だいこん類）　漬物　たくあん漬　干しだいこん漬　
6,6140,534,（だいこん類）　漬物　守口漬　　
6,6141,535,（だいこん類）　漬物　べったら漬　　
6,6142,536,（だいこん類）　漬物　みそ漬　　
6,6143,537,（だいこん類）　漬物　福神漬　　
6,6144,538,（たいさい類）　つまみな　葉　生　　
6,6145,539,（たいさい類）　たいさい　葉　生　　
6,6146,540,（たいさい類）　たいさい　塩漬　　
6,6147,541,たかな　葉　生　　　
6,6148,542,たかな　たかな漬　　　
6,6149,543,たけのこ　若茎　生　　　
6,6150,544,たけのこ　若茎　ゆで　　　
6,6151,545,たけのこ　水煮缶詰　　　
6,6152,546,たけのこ　めんま　塩蔵　塩抜き　　　
6,6153,547,（たまねぎ類）　たまねぎ　りん茎　生　　
6,6154,548,（たまねぎ類）　たまねぎ　りん茎　水さらし　　
6,6155,549,（たまねぎ類）　たまねぎ　りん茎　ゆで　　
6,6336,550,（たまねぎ類）　たまねぎ　りん茎　油いため　　
6,6156,551,（たまねぎ類）　赤たまねぎ　りん茎　生　　
6,6337,552,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生　　
6,6157,553,たらのめ　若芽　生　　　
6,6158,554,たらのめ　若芽　ゆで　　　
6,6159,555,チコリ　若芽　生　　　
6,6160,556,チンゲンサイ　葉　生　　　
6,6161,557,チンゲンサイ　葉　ゆで　　　
6,6338,558,チンゲンサイ　葉　油いため　　　
6,6162,559,つくし　胞子茎　生　　　
6,6163,560,つくし　胞子茎　ゆで　　　
6,6164,561,つるな　茎葉　生　　　
6,6165,562,つるむらさき　茎葉　生　　　
6,6166,563,つるむらさき　茎葉　ゆで　　　
6,6167,564,つわぶき　葉柄　生　　　
6,6168,565,つわぶき　葉柄　ゆで　　　
6,6169,566,とうがらし　葉･果実　生　　　
6,6170,567,とうがらし　葉･果実　油いため　　　
6,6171,568,とうがらし　果実　生　　　
6,6172,569,とうがらし　果実　乾　　　
6,6173,570,とうがん　果実　生　　　
6,6174,571,とうがん　果実　ゆで　　　
6,6175,572,（とうもろこし類）　スイートコーン　未熟種子　生　　
6,6176,573,（とうもろこし類）　スイートコーン　未熟種子　ゆで　　
6,6339,574,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理　　
6,6177,575,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍　　
6,6178,576,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　　
6,6179,577,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル　
6,6180,578,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル　
6,6181,579,（とうもろこし類）　ヤングコーン　幼雌穂　生　　
6,6182,580,（トマト類）　トマト　果実　生　　
6,6183,581,（トマト類）　ミニトマト　果実　生　　
6,6184,582,（トマト類）　缶詰　ホール　食塩無添加　
6,6185,583,（トマト類）　缶詰　トマトジュース　食塩添加　
6,6340,584,（トマト類）　缶詰　トマトジュース　食塩無添加　
6,6186,585,（トマト類）　缶詰　ミックスジュース　食塩添加　
6,6341,586,（トマト類）　缶詰　ミックスジュース　食塩無添加　
6,6187,587,トレビス　葉　生　　　
6,6188,588,とんぶり　ゆで　　　
6,6189,589,ながさきはくさい　葉　生　　　
6,6190,590,ながさきはくさい　葉　ゆで　　　
6,6191,591,（なす類）　なす　果実　生　　
6,6192,592,（なす類）　なす　果実　ゆで　　
6,6342,593,（なす類）　なす　果実　油いため　　
6,6343,594,（なす類）　なす　果実　天ぷら　　
6,6193,595,（なす類）　べいなす　果実　生　　
6,6194,596,（なす類）　べいなす　果実　素揚げ　　
6,6195,597,（なす類）　漬物　塩漬　　
6,6196,598,（なす類）　漬物　ぬかみそ漬　　
6,6197,599,（なす類）　漬物　こうじ漬　　
6,6198,600,（なす類）　漬物　からし漬　　
6,6199,601,（なす類）　漬物　しば漬　　
6,6200,602,なずな　葉　生　　　
6,6201,603,（なばな類）　和種なばな　花らい・茎　生　　
6,6202,604,（なばな類）　和種なばな　花らい・茎　ゆで　　
6,6203,605,（なばな類）　洋種なばな　茎葉　生　　
6,6204,606,（なばな類）　洋種なばな　茎葉　ゆで　　
6,6205,607,にがうり　果実　生　　　
6,6206,608,にがうり　果実　油いため　　　
6,6207,609,（にら類）　にら　葉　生　　
6,6208,610,（にら類）　にら　葉　ゆで　　
6,6344,611,（にら類）　にら　葉　油いため　　
6,6209,612,（にら類）　花にら　花茎・花らい　生　　
6,6210,613,（にら類）　黄にら　葉　生　　
6,6211,614,（にんじん類）　葉にんじん　葉　生　　
6,6212,615,（にんじん類）　にんじん　根　皮つき　生　　
6,6213,616,（にんじん類）　にんじん　根　皮つき　ゆで　　
6,6214,617,（にんじん類）　にんじん　根　皮むき　生　　
6,6215,618,（にんじん類）　にんじん　根　皮むき　ゆで　　
6,6345,619,（にんじん類）　にんじん　根　皮むき　油いため　　
6,6346,620,（にんじん類）　にんじん　根　皮むき　素揚げ　
6,6347,621,（にんじん類）　にんじん　根　皮　生　
6,6216,622,（にんじん類）　にんじん　根　冷凍　　
6,6348,623,（にんじん類）　にんじん　グラッセ　
6,6217,624,（にんじん類）　にんじん　ジュース　缶詰　　
6,6218,625,（にんじん類）　きんとき　根　皮つき　生　　
6,6219,626,（にんじん類）　きんとき　根　皮つき　ゆで　　
6,6220,627,（にんじん類）　きんとき　根　皮むき　生　　
6,6221,628,（にんじん類）　きんとき　根　皮むき　ゆで　　
6,6222,629,（にんじん類）　ミニキャロット　根　生　　
6,6223,630,（にんにく類）　にんにく　りん茎　生　　
6,6349,631,（にんにく類）　にんにく　りん茎　油いため　　
6,6224,632,（にんにく類）　茎にんにく　花茎　生　　
6,6225,633,（にんにく類）　茎にんにく　花茎　ゆで　　
6,6226,634,（ねぎ類）　根深ねぎ　葉　軟白　生　　
6,6350,635,（ねぎ類）　根深ねぎ　葉　軟白　ゆで　　
6,6351,636,（ねぎ類）　根深ねぎ　葉　軟白　油いため　　
6,6227,637,（ねぎ類）　葉ねぎ　葉　生　　
6,6352,638,（ねぎ類）　葉ねぎ　葉　油いため　　
6,6228,639,（ねぎ類）　こねぎ　葉　生　　
6,6229,640,のざわな　葉　生　　　
6,6230,641,のざわな　漬物　塩漬　　
6,6231,642,のざわな　漬物　調味漬　　
6,6232,643,のびる　りん茎葉　生　　　
6,6233,644,はくさい　結球葉　生　　　
6,6234,645,はくさい　結球葉　ゆで　　　
6,6235,646,はくさい　漬物　塩漬　　
6,6236,647,はくさい　漬物　キムチ　　
6,6237,648,パクチョイ　葉　生　　　
6,6238,649,バジル　葉　生　　　
6,6239,650,パセリ　葉　生　　　
6,6240,651,はつかだいこん　根　生　　　
6,6241,652,はやとうり　果実　白色種　生　　
6,6353,653,はやとうり　果実　緑色種　生　　
6,6242,654,はやとうり　果実　白色種　塩漬　
6,6243,655,ビーツ　根　生　　　
6,6244,656,ビーツ　根　ゆで　　　
6,6245,657,（ピーマン類）　青ピーマン　果実　生　　
6,6246,658,（ピーマン類）　青ピーマン　果実　油いため　　
6,6247,659,（ピーマン類）　赤ピーマン　果実　生　　
6,6248,660,（ピーマン類）　赤ピーマン　果実　油いため　　
6,6249,661,（ピーマン類）　黄ピーマン　果実　生　　
6,6250,662,（ピーマン類）　黄ピーマン　果実　油いため　　
6,6251,663,（ピーマン類）　トマピー　果実　生　　
6,6252,664,ひのな　根・茎葉　生　　　
6,6253,665,ひのな　根・茎葉　甘酢漬　　　
6,6254,666,ひろしまな　葉　生　　　
6,6255,667,ひろしまな　塩漬　　　
6,6256,668,（ふき類）　ふき　葉柄　生　　
6,6257,669,（ふき類）　ふき　葉柄　ゆで　　
6,6258,670,（ふき類）　ふきのとう　花序　生　　
6,6259,671,（ふき類）　ふきのとう　花序　ゆで　　
6,6260,672,ふじまめ　若ざや　生　　　
6,6261,673,ふだんそう　葉　生　　　
6,6262,674,ふだんそう　葉　ゆで　　　
6,6263,675,ブロッコリー　花序　生　　　
6,6264,676,ブロッコリー　花序　ゆで　　　
6,6354,677,ブロッコリー　芽ばえ　生　　　
6,6265,678,へちま　果実　生　　　
6,6266,679,へちま　果実　ゆで　　　
6,6267,680,ほうれんそう　葉　通年平均　生　　
6,6355,681,ほうれんそう　葉　夏採り　生　　
6,6356,682,ほうれんそう　葉　冬採り　生　　
6,6268,683,ほうれんそう　葉　通年平均　ゆで　　
6,6357,684,ほうれんそう　葉　夏採り　ゆで　　
6,6358,685,ほうれんそう　葉　冬採り　ゆで　　
6,6359,686,ほうれんそう　葉　通年平均　油いため　　
6,6269,687,ほうれんそう　葉　冷凍　　　
6,6270,688,ホースラディシュ　根茎　生　　　
6,6271,689,まこも　茎　生　　　
6,6272,690,みずかけな　葉　生　　　
6,6273,691,みずかけな　塩漬　　　
6,6072,692,みずな　葉　生　　　
6,6073,693,みずな　葉　ゆで　　　
6,6074,694,みずな　塩漬　　　
6,6274,695,（みつば類）　切りみつば　葉　生　　
6,6275,696,（みつば類）　切りみつば　葉　ゆで　　
6,6276,697,（みつば類）　根みつば　葉　生　　
6,6277,698,（みつば類）　根みつば　葉　ゆで　　
6,6278,699,（みつば類）　糸みつば　葉　生　　
6,6279,700,（みつば類）　糸みつば　葉　ゆで　　
6,6360,701,みぶな　葉　生　　　
6,6280,702,（みょうが類）　みょうが　花穂　生　　
6,6281,703,（みょうが類）　みょうがたけ　茎葉　生　　
6,6282,704,むかご 　肉芽　生　　　
6,6283,705,めキャベツ　結球葉　生　　　
6,6284,706,めキャベツ　結球葉　ゆで　　　
6,6285,707,めたで　　芽ばえ　生　　　
6,6286,708,（もやし類）　アルファルファもやし　生　　
6,6287,709,（もやし類）　だいずもやし　生　　
6,6288,710,（もやし類）　だいずもやし　ゆで　　
6,6289,711,（もやし類）　ブラックマッペもやし　生　　
6,6290,712,（もやし類）　ブラックマッペもやし　ゆで　　
6,6291,713,（もやし類）　りょくとうもやし　生　　
6,6292,714,（もやし類）　りょくとうもやし　ゆで　　
6,6293,715,モロヘイヤ　茎葉　生　　　
6,6294,716,モロヘイヤ　茎葉　ゆで　　　
6,6295,717,やまごぼう　みそ漬　　　
6,6296,718,ゆりね　りん茎　生　　　
6,6297,719,ゆりね　りん茎　ゆで　　　
6,6298,720,ようさい　茎葉　生　　　
6,6299,721,ようさい　茎葉　ゆで　　　
6,6300,722,よめな　葉　生　　　
6,6301,723,よもぎ　葉　生　　　
6,6302,724,よもぎ　葉　ゆで　　　
6,6303,725,らっかせい　未熟豆　生　　　
6,6304,726,らっかせい　未熟豆　ゆで　　　
6,6305,727,（らっきょう類）　らっきょう　りん茎　生　　
6,6306,728,（らっきょう類）　らっきょう　甘酢漬　　
6,6307,729,（らっきょう類）　エシャレット　りん茎　生　　
6,6308,730,リーキ　りん茎葉　生　　　
6,6309,731,リーキ　りん茎葉　ゆで　　　
6,6319,732,ルッコラ　　葉　生　　　
6,6310,733,ルバーブ　葉柄　生　　　
6,6311,734,ルバーブ　葉柄　ゆで　　　
6,6312,735,（レタス類）　レタス　土耕栽培　結球葉　生　　
6,6361,736,（レタス類）　レタス　水耕栽培　結球葉　生　　
6,6313,737,（レタス類）　サラダな　葉　生　　
6,6314,738,（レタス類）　リーフレタス　葉　生　　
6,6315,739,（レタス類）　サニーレタス　葉　生　　
6,6362,740,（レタス類）　サンチュ　葉　生　　
6,6316,741,（レタス類）　コスレタス　葉　生　　
6,6317,742,れんこん　根茎　生　　　
6,6318,743,れんこん　根茎　ゆで　　　
6,6320,744,わけぎ　葉　生　　　
6,6321,745,わけぎ　葉　ゆで　　　
6,6322,746,わさび　根茎　生　　　
6,6323,747,わさび　わさび漬　　　
6,6324,748,わらび　生わらび　生　　　
6,6325,749,わらび　生わらび　ゆで　　　
6,6326,750,わらび　干しわらび　乾　　　
7,7001,751,あけび　果肉　生　　　
7,7002,752,あけび　果皮　生　　　
7,7003,753,アセロラ　酸味種　生　　　
7,7159,754,アセロラ　甘味種　生　　　
7,7004,755,アセロラ　10 %果汁入り飲料　　
7,7005,756,アテモヤ　生　　　
7,7006,757,アボカド　生　　　
7,7007,758,あんず　生　　　
7,7008,759,あんず　乾　　　
7,7009,760,あんず　缶詰　　　
7,7010,761,あんず　ジャム　高糖度　　
7,7011,762,あんず　ジャム　低糖度　　
7,7012,763,いちご　生　　　
7,7013,764,いちご　ジャム　高糖度　　
7,7014,765,いちご　ジャム　低糖度　　
7,7160,766,いちご　乾　　　
7,7015,767,いちじく　生　　　
7,7016,768,いちじく　乾　　　
7,7017,769,いちじく　缶詰　　　
7,7019,770,うめ　生　　　
7,7020,771,うめ　梅漬　塩漬　　
7,7021,772,うめ　梅漬　調味漬　　
7,7022,773,うめ　梅干し　塩漬　　
7,7023,774,うめ　梅干し　調味漬　　
7,7024,775,うめ　梅びしお　　　
7,7025,776,うめ　20 %果汁入り飲料　　　
7,7037,777,オリーブ　塩漬　グリーンオリーブ　　
7,7038,778,オリーブ　塩漬　ブラックオリーブ　　
7,7039,779,オリーブ　塩漬　スタッフドオリーブ　　
7,7049,780,かき　甘がき　生　　　
7,7050,781,かき　渋抜きがき　生　　　
7,7051,782,かき　干しがき　　　
7,7053,783,かりん　生　　　
7,7018,784,（かんきつ類）　いよかん　砂じょう　生　　
7,7026,785,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生　
7,7027,786,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生　
7,7028,787,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生　
7,7029,788,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生　
7,7030,789,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース　
7,7031,790,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース　
7,7032,791,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース　
7,7033,792,（かんきつ類）　うんしゅうみかん　果実飲料　50 %果汁入り飲料　
7,7034,793,（かんきつ類）　うんしゅうみかん　果実飲料　20 %果汁入り飲料　
7,7035,794,（かんきつ類）　うんしゅうみかん　缶詰　果肉　
7,7036,795,（かんきつ類）　うんしゅうみかん　缶詰　液汁　
7,7040,796,（かんきつ類）　オレンジ　ネーブル　砂じょう　生　
7,7041,797,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生　
7,7042,798,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース　
7,7043,799,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース　
7,7044,800,（かんきつ類）　オレンジ　バレンシア　果実飲料　50 %果汁入り飲料　
7,7045,801,（かんきつ類）　オレンジ　バレンシア　果実飲料　30 %果汁入り飲料　
7,7046,802,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度　
7,7047,803,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度　
7,7161,804,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生　
7,7048,805,（かんきつ類）　オロブランコ　砂じょう　生　　
7,7052,806,（かんきつ類）　かぼす　果汁　生　　
7,7162,807,（かんきつ類）　かわちばんかん　砂じょう　生　　
7,7163,808,（かんきつ類）　きよみ　砂じょう　生　　
7,7056,809,（かんきつ類）　きんかん　全果　生　　
7,7062,810,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生　
7,7164,811,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生　
7,7063,812,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース　
7,7064,813,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース　
7,7065,814,（かんきつ類）　グレープフルーツ　果実飲料　50 %果汁入り飲料　
7,7066,815,（かんきつ類）　グレープフルーツ　果実飲料　20 %果汁入り飲料　
7,7067,816,（かんきつ類）　グレープフルーツ　缶詰　
7,7074,817,（かんきつ類）　さんぼうかん　砂じょう　生　　
7,7075,818,（かんきつ類）　シークヮーサー　果汁　生　　
7,7076,819,（かんきつ類）　シークヮーサー　10 %果汁入り飲料　　
7,7165,820,（かんきつ類）　しらぬひ　砂じょう　生　　
7,7078,821,（かんきつ類）　すだち　果皮　生　　
7,7079,822,（かんきつ類）　すだち　果汁　生　　
7,7166,823,（かんきつ類）　せとか　砂じょう　生　　
7,7085,824,（かんきつ類）　セミノール　砂じょう　生　　
7,7083,825,（かんきつ類）　だいだい　果汁　生　　
7,7093,826,（かんきつ類）　なつみかん　砂じょう　生　　
7,7094,827,（かんきつ類）　なつみかん　缶詰　　
7,7105,828,（かんきつ類）　はっさく　砂じょう　生　　
7,7167,829,（かんきつ類）　はるみ　砂じょう　生　　
7,7112,830,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生　　
7,7113,831,（かんきつ類）　ひゅうがなつ　砂じょう　生　　
7,7126,832,（かんきつ類）　ぶんたん　砂じょう　生　　
7,7127,833,（かんきつ類）　ぶんたん　ざぼん漬　　
7,7129,834,（かんきつ類）　ぽんかん　砂じょう　生　　
7,7142,835,（かんきつ類）　ゆず　果皮　生　　
7,7143,836,（かんきつ類）　ゆず　果汁　生　　
7,7145,837,（かんきつ類）　ライム　果汁　生　　
7,7155,838,（かんきつ類）　レモン　全果　生　　
7,7156,839,（かんきつ類）　レモン　果汁　生　　
7,7054,840,キウイフルーツ　緑肉種　生　　　
7,7168,841,キウイフルーツ　黄肉種　生　　　
7,7055,842,キワノ　生　　　
7,7057,843,グァバ　赤肉種　生　　　
7,7169,844,グァバ　白肉種　生　　　
7,7058,845,グァバ　果実飲料　20 %果汁入り飲料（ネクター）　　
7,7059,846,グァバ　果実飲料　10 %果汁入り飲料　　
7,7060,847,グーズベリー　生　　　
7,7061,848,ぐみ　生　　　
7,7157,849,ココナッツ　ココナッツウォーター　　　
7,7158,850,ココナッツ　ココナッツミルク　　　
7,7170,851,ココナッツ　ナタデココ　　　
7,7070,852,さくらんぼ　国産　生　　　
7,7071,853,さくらんぼ　米国産　生　 　
7,7072,854,さくらんぼ　米国産　缶詰　　
7,7073,855,ざくろ　生　　　
7,7077,856,すいか　赤肉種　生　　　
7,7171,857,すいか　黄肉種　生　　　
7,7069,858,スターフルーツ　生　　　
7,7080,859,（すもも類）　にほんすもも　生　　
7,7081,860,（すもも類）　プルーン　生　　
7,7082,861,（すもも類）　プルーン　乾　　
7,7086,862,チェリモヤ　生　　　
7,7111,863,ドラゴンフルーツ　生　　　
7,7087,864,ドリアン　生　　　
7,7088,865,（なし類）　日本なし　生　　
7,7089,866,（なし類）　日本なし　缶詰　　
7,7090,867,（なし類）　中国なし　生　　
7,7091,868,（なし類）　西洋なし　生　　
7,7092,869,（なし類）　西洋なし　缶詰　　
7,7095,870,なつめ　乾　　　
7,7096,871,なつめやし　乾　　　
7,7097,872,パインアップル　生　　　
7,7098,873,パインアップル　果実飲料　ストレートジュース　　
7,7099,874,パインアップル　果実飲料　濃縮還元ジュース　　
7,7100,875,パインアップル　果実飲料　50 %果汁入り飲料　　
7,7101,876,パインアップル　果実飲料　10 %果汁入り飲料　　
7,7102,877,パインアップル　缶詰　　　
7,7103,878,パインアップル　砂糖漬　　　
7,7104,879,ハスカップ　生　　　
7,7106,880,パッションフルーツ　果汁　生　　　
7,7107,881,バナナ　生　　　
7,7108,882,バナナ　乾　　　
7,7109,883,パパイア　完熟　生　　　
7,7110,884,パパイア　未熟　生　　　
7,7114,885,びわ　生　　　
7,7115,886,びわ　缶詰　　　
7,7116,887,ぶどう　生　　　
7,7117,888,ぶどう　干しぶどう　　　
7,7118,889,ぶどう　果実飲料　ストレートジュース　　
7,7119,890,ぶどう　果実飲料　濃縮還元ジュース　　
7,7120,891,ぶどう　果実飲料　70 %果汁入り飲料　　
7,7121,892,ぶどう　果実飲料　10 %果汁入り飲料　　
7,7122,893,ぶどう　缶詰　　　
7,7123,894,ぶどう　ジャム　　　
7,7124,895,ブルーベリー　生　　　
7,7125,896,ブルーベリー　ジャム　　　
7,7172,897,ブルーベリー　乾　　　
7,7128,898,ホワイトサポテ　生　　　
7,7130,899,まくわうり　黄肉種　生　　　
7,7173,900,まくわうり　白肉種　生　　　
7,7131,901,マルメロ　生　　　
7,7132,902,マンゴー　生　　　
7,7133,903,マンゴスチン　生　　　
7,7134,904,メロン　温室メロン　生　　　
7,7135,905,メロン　露地メロン　緑肉種　生　
7,7174,906,メロン　露地メロン　赤肉種　生　　
7,7136,907,（もも類）　もも　生　　
7,7137,908,（もも類）　もも　30 %果汁入り飲料（ネクター）　　
7,7138,909,（もも類）　もも　缶詰　白肉種　果肉　
7,7175,910,（もも類）　もも　缶詰　黄肉種　果肉　
7,7139,911,（もも類）　もも　缶詰　液汁　
7,7140,912,（もも類）　ネクタリン　生　　
7,7141,913,やまもも　生　　　
7,7144,914,ライチー　生　　　
7,7146,915,ラズベリー　生　　　
7,7147,916,りゅうがん　乾　　　
7,7148,917,りんご　皮むき　生　　　
7,7176,918,りんご　皮つき　生　　　
7,7149,919,りんご　果実飲料　ストレートジュース　　
7,7150,920,りんご　果実飲料　濃縮還元ジュース　　
7,7151,921,りんご　果実飲料　50 %果汁入り飲料　　
7,7152,922,りんご　果実飲料　30 %果汁入り飲料　　
7,7153,923,りんご　缶詰　　　
7,7154,924,りんご　ジャム　　　
8,8001,925,えのきたけ　生　　　
8,8002,926,えのきたけ　ゆで　　　
8,8037,927,えのきたけ　油いため　　　
8,8003,928,えのきたけ　味付け瓶詰　　　
8,8004,929,（きくらげ類）　あらげきくらげ　乾　　
8,8005,930,（きくらげ類）　あらげきくらげ　ゆで　　
8,8038,931,（きくらげ類）　あらげきくらげ　油いため　　
8,8006,932,（きくらげ類）　きくらげ　乾　　
8,8007,933,（きくらげ類）　きくらげ　ゆで　　
8,8008,934,（きくらげ類）　しろきくらげ　乾　　
8,8009,935,（きくらげ類）　しろきくらげ　ゆで　　
8,8010,936,くろあわびたけ　生　　　
8,8039,937,しいたけ　生しいたけ　菌床栽培　生　　
8,8040,938,しいたけ　生しいたけ　菌床栽培　ゆで　　
8,8041,939,しいたけ　生しいたけ　菌床栽培　油いため　　
8,8042,940,しいたけ　生しいたけ　原木栽培　生　　
8,8043,941,しいたけ　生しいたけ　原木栽培　ゆで　　
8,8044,942,しいたけ　生しいたけ　原木栽培　油いため　　
8,8013,943,しいたけ　乾しいたけ　乾　　
8,8014,944,しいたけ　乾しいたけ　ゆで　　
8,8015,945,（しめじ類）　はたけしめじ　生　　
8,8045,946,（しめじ類）　はたけしめじ　ゆで　　
8,8016,947,（しめじ類）　ぶなしめじ　生　　
8,8017,948,（しめじ類）　ぶなしめじ　ゆで　　
8,8046,949,（しめじ類）　ぶなしめじ　油いため　　
8,8018,950,（しめじ類）　ほんしめじ　生　　
8,8047,951,（しめじ類）　ほんしめじ　ゆで　　
8,8019,952,たもぎたけ　生　　　
8,8020,953,なめこ　生　　　
8,8021,954,なめこ　ゆで　　　
8,8022,955,なめこ　水煮缶詰　　　
8,8023,956,ぬめりすぎたけ　生　　　
8,8024,957,（ひらたけ類）　うすひらたけ　生　　
8,8025,958,（ひらたけ類）　エリンギ　生　　
8,8048,959,（ひらたけ類）　エリンギ　ゆで　　
8,8049,960,（ひらたけ類）　エリンギ　焼き　　
8,8050,961,（ひらたけ類）　エリンギ　油いため　　
8,8026,962,（ひらたけ類）　ひらたけ　生　　
8,8027,963,（ひらたけ類）　ひらたけ　ゆで　　
8,8028,964,まいたけ　生　　　
8,8029,965,まいたけ　ゆで　　　
8,8051,966,まいたけ　油いため　　　
8,8030,967,まいたけ　乾　　　
8,8031,968,マッシュルーム　生　　　
8,8032,969,マッシュルーム　ゆで　　　
8,8052,970,マッシュルーム　油いため　　　
8,8033,971,マッシュルーム　水煮缶詰　　　
8,8034,972,まつたけ　生　　　
8,8036,973,やなぎまつたけ　生　　　
9,9001,974,あおさ　素干し　　　
9,9002,975,あおのり　素干し　　　
9,9003,976,あまのり　ほしのり　　　
9,9004,977,あまのり　焼きのり　　　
9,9005,978,あまのり　味付けのり　　　
9,9006,979,あらめ　蒸し干し　　　
9,9007,980,いわのり　素干し　　　
9,9012,981,うみぶどう　生　　　
9,9008,982,えごのり　素干し　　　
9,9009,983,えごのり　おきうと　　　
9,9010,984,おごのり　塩蔵　塩抜き　　　
9,9011,985,かわのり　素干し　　　
9,9013,986,（こんぶ類）　えながおにこんぶ　素干し　　
9,9014,987,（こんぶ類）　がごめこんぶ　素干し　　
9,9015,988,（こんぶ類）　ながこんぶ　素干し　　
9,9016,989,（こんぶ類）　ほそめこんぶ　素干し　　
9,9017,990,（こんぶ類）　まこんぶ　素干し　　
9,9018,991,（こんぶ類）　みついしこんぶ　素干し　　
9,9019,992,（こんぶ類）　りしりこんぶ　素干し　　
9,9020,993,（こんぶ類）　刻み昆布　　　
9,9021,994,（こんぶ類）　削り昆布　　　
9,9022,995,（こんぶ類）　塩昆布　　　
9,9023,996,（こんぶ類）　つくだ煮　　　
9,9024,997,すいぜんじのり　素干し　水戻し　　　
9,9025,998,てんぐさ　素干し　　　
9,9026,999,てんぐさ　ところてん　　　
9,9027,1000,てんぐさ　角寒天　　　
9,9028,1001,てんぐさ　寒天　　　
9,9049,1002,てんぐさ　粉寒天　　　
9,9029,1003,とさかのり　赤とさか　塩蔵　塩抜き　　
9,9030,1004,とさかのり　青とさか　塩蔵　塩抜き　　
9,9050,1005,ひじき　ほしひじき　ステンレス釜　乾　　
9,9051,1006,ひじき　ほしひじき　ステンレス釜　ゆで　　
9,9052,1007,ひじき　ほしひじき　ステンレス釜　油いため　　
9,9053,1008,ひじき　ほしひじき　鉄釜　乾　　
9,9054,1009,ひじき　ほしひじき　鉄釜　ゆで　　
9,9055,1010,ひじき　ほしひじき　鉄釜　油いため　　
9,9032,1011,ひとえぐさ　素干し　　　
9,9033,1012,ひとえぐさ　つくだ煮　　　
9,9034,1013,ふのり　素干し　　　
9,9035,1014,まつも　素干し　　　
9,9036,1015,むかでのり　塩蔵　塩抜き　　　
9,9037,1016,（もずく類）　おきなわもずく　塩蔵　塩抜き　　
9,9038,1017,（もずく類）　もずく　塩蔵　塩抜き　　
9,9039,1018,わかめ　原藻　生　　　
9,9040,1019,わかめ　乾燥わかめ　素干し　　
